genre,korean,english
fantasy,도로시가 물었다. “거기서 내려올 수 없어?”,"""Can't you get down?"" asked Dorothy."
fantasy,“이 장대가 내 등에 꽂혀 있기 때문에 내려갈 수가 없어. 네가 이 장대에서 나를 빼준다면 정말 고맙겠는데…”,"""No, for this pole is stuck up my back. If you will please take away the pole I shall be greatly obliged to you."""
fantasy,도로시는 팔을 쭉 뻗어 그것을 장대에서 들어올렸다. 지푸라기로 채워져 있어서 그런지 아주 가벼웠다.,"Dorothy reached up both arms and lifted the figure off the pole; for, being stuffed with straw, it was quite light."
fantasy,"땅 바닥에 놓여지자 허수아비가 말했다.
“정말 고마워. 마치 새 사람이 된 것 같아.”","""Thank you very much,"" said the Scarecrow, when he had been set down on the ground. ""I feel like a new man."""
fantasy,"도로시는 지푸라기 사람이 말을 하고, 인사를 하고, 자기 옆에 서있는 이 상황에 어리둥절했다.","Dorothy was puzzled at this, for it sounded queer to hear a stuffed man speak, and to see him bow and walk along beside her."
fantasy,"허수아비는 기지개를 켜고 하품을 하면서 물었다.
“너는 누구니? 어디로 가는 중이야?”","""Who are you?"" asked the Scarecrow, when he had stretched himself and yawned, ""and where are you going?"""
fantasy,“내 이름은 도로시야. 그리고 위대한 오즈에게 나를 캔사스로 돌려보내 달라고 부탁하려고 에메랄드 시로 가는 중이야.”,"""My name is Dorothy,"" said the girl, ""and I am going to the Emerald City, to ask the great Oz to send me back to Kansas."""
fantasy,"그가 물었다.
“에메랄드 시는 어디에 있는 거지? 그리고 오즈는 누군데?”","""Where is the Emerald City?"" he enquired; ""and who is Oz?"""
fantasy,"도로시는 놀라서 되물었다.
“아니, 넌 모르고 있는 거야?”","""Why, don't you know?"" she returned, in surprise."
fantasy,"그가 슬픈 목소리로 대답했다.
“응, 정말 몰라. 난 아는 게 하나도 없어. 너도 보다시피 난 지푸라기로 채워져 있어서 뇌가 전혀 없거든.”","""No, indeed; I don't know anything. You see, I am stuffed, so I have no brains at all,"" he answered, sadly."
fantasy,"“오, 정말 미안해.”
도로시가 말했다.","""Oh,"" said Dorothy; ""I'm awfully sorry for you."""
fantasy,"허수아비가 물었다.
“만약 내가 너와 함께 에메랄드 시에 가면 오즈가 나에게 뇌를 줄까?”","""Do you think,"" he asked, ""If I go to the Emerald City with you, that the great Oz would give me some brains?"""
fantasy,"도로시가 대답했다.
“알 수 없지. 하지만 네가 좋다면 나와 같이 가도 돼. 만약 오즈가 너에게 뇌를 주지 않는다고 해도 너는 지금보다 더 나빠질건 없을 거야.”","""I cannot tell,"" she returned; ""but you may come with me, if you like. If Oz will not give you any brains you will be no worse off than you are now."""
fantasy,"“그래, 그게 사실이야.” 하고 그는 목소리를 낮춰 은밀히 말했다.
“난 내 몸과 팔, 다리가 지푸라기로 채워진 것에는 별로 신경쓰지 않아. 왜냐하면 난 다치지 않기 때문이지. 만약 누군가 내 발가락을 밟거나 핀으로 나를 찌르더라도 난 그것을 느끼지 못하기 때문에 문제가 되지 않아. 하지만 난 사람들이 나를 바보라고 부르는 것은 싫어. 만약 내 머리 속에 지푸라기 대신 너처럼 뇌가 있다면 어떻게 그걸 모를 수가 있겠어?”","""That is true,"" said the Scarecrow. ""You see,"" he continued, confidentially, ""I don't mind my legs and arms and body being stuffed, because I cannot get hurt. If anyone treads on my toes or sticks a pin into me, it doesn't matter, for I can't feel it. But I do not want people to call me a fool, and if my head stays stuffed with straw instead of with brains, as yours is, how am I ever to know anything?"""
fantasy,"소녀는 그에게 정말 미안해하며 말했다.
“네가 어떻게 느끼는지 알겠어. 네가 만약 나와 함께 간다면 오즈가 너에게 할 수 있는 모든 것을 해달라고 그에게 부탁할게.”","""I understand how you feel,"" said the little girl, who was truly sorry for him. ""If you will come with me I'll ask Oz to do all he can for you."""
fantasy,“고마워.” 허수아비가 고마워하며 대답했다.,"""Thank you,"" he answered gratefully."
fantasy,그들은 다시 길로 돌아갔다. 도로시는 허수아비가 울타리를 넘도록 도왔다. 그들은 에메랄드 시를 향해 노란 벽돌길을 함께 걷기 시작했다.,"They walked back to the road. Dorothy helped him over the fence, and they started along the path of yellow brick for the Emerald City."
fantasy,"토토는 처음에 이 새로운 동행자가 마음에 들지 않았다. 토토는 허수아비의 주위를 뱅뱅 돌며 마치 지푸라기 속에 쥐들의 둥지라도 숨겨져 있다는 듯이 냄새를 맡고, 종종 차갑게 으르렁 댔다.","Toto did not like this addition to the party, at first. He smelled around the stuffed man as if he suspected there might be a nest of rats in the straw, and he often growled in an unfriendly way at the Scarecrow."
fantasy,"도로시는 새 친구에게 말했다.
“토토는 신경쓰지 마. 절대 물지 않아.”","""Don't mind Toto,"" said Dorothy to her new friend; ""he never bites."""
fantasy,"허수아비가 대답했다.
“난 신경쓰지 않아. 저 개는 지푸라기로 된 나를 다치게 할 수 없거든. 그 바구니 내가 들고 갈게. 난 지치지 않으니까 걱정하지 않아도 돼. 내가 비밀 한 가지 얘기해 줄게.”
그는 걸어가면서 계속 얘기했다.
“세상에서 내가 두려워하는 게 딱 한 가지 있어.”","""Oh, I'm not afraid,"" replied the Scarecrow, ""he can't hurt the straw. Do let me carry that basket for you. I shall not mind it, for I can't get tired. I'll tell you a secret,"" he continued, as he walked along; ""there is only one thing in the world I am afraid of."""
fantasy,"도로시가 물었다.
“그게 뭔데? 널 만든 먼치킨 농부니?”","""What is that?"" asked Dorothy; ""the Munchkin farmer who made you?"""
fantasy,"허수아비가 대답했다.
“아니. 그건 바로 불 켜진 성냥이지.”","""No,"" answered the Scarecrow; ""it's a lighted match."""
fantasy,제4장 숲을 지나는 길,CHAPTER IV.—The Road Through the Forest.
fantasy,"몇 시간이 지나자 길이 험해지기 시작했고, 걷기가 점점 어려워졌다. 길이 고르지 않았기 때문에 종종 허수아비는 튀어나온 돌에 걸려 휘청거렸다. 때때로 포장된 벽돌들이 깨지거나 통째로 없어진 곳에 구멍이 나 있어 토토는 풀쩍 뛰어 넘어 갔고 도로시는 옆으로 돌아서 걸었다. 하지만 뇌가 없어서 그런지 몰라도, 허수아비는 항상 똑바로 곧장 걸었기 때문에 발이 구멍에 빠져 길 위에 큰 대자로 넘어졌다. 그래도 허수아비는 다치지 않았다. 도로시가 그를 들어 올려 다시 일어서도록 도와주면 허수아비는 자신의 작은 사고에 대해 즐겁게 웃어대며 다시 걸었다.","AFTER A FEW HOURS the road began to be rough, and the walking grew so difficult that the Scarecrow often stumbled over the yellow brick, which were here very uneven. Sometimes, indeed, they were broken or missing altogether, leaving holes that Toto jumped across and Dorothy walked around. As for the Scarecrow, having no brains he walked straight ahead, and so stepped into the holes and fell at full length on the hard bricks. It never hurt him, however, and Dorothy would pick him up and set him upon his feet again, while he joined her in laughing merrily at his own mishap."
fantasy,"주변의 밭은 그들이 지나온 곳에 비하면 매우 황폐해져 있었다. 그곳은 집과 나무들도 훨씬 적었고, 가면 갈수록 풍경은 더 메마르고 쓸쓸해졌다.","The farms were not nearly so well cared for here as they were farther back. There were fewer houses and fewer fruit trees, and the farther they went the more dismal and lonesome the country became."
fantasy,정오쯤 그들은 작은 개울이 보이는 길 가에 앉았다. 도로시는 바구니에서 빵을 꺼냈다. 그녀는 허수아비에게 빵 한 조각을 건넸지만 그는 사양했다.,"At noon they sat down by the roadside, near a little brook, and Dorothy opened her basket and got out some bread. She offered a piece to the Scarecrow, but he refused."
fantasy,“난 절대 배고프지 않아. 내 입은 단지 그려진 것이라서 잘 된 일이지. 만약 내가 입에 구멍을 내서 무언가 먹으려 한다면 내 속에 있는 지푸라기들이 밖으로 나오려고 할거야. 그러면 내 얼굴 모양이 망가지겠지.”,"""I am never hungry,"" he said; ""and it is a lucky thing I am not. For my mouth is only painted, and if I should cut a hole in it so I could eat, the straw I am stuffed with would come out, and that would spoil the shape of my head."""
fantasy,도로시는 그렇다는 생각에 고개를 끄덕이고는 자기 빵을 먹기 시작했다.,"Dorothy saw at once that this was true, so she only nodded and went on eating her bread."
fantasy,"도로시가 식사를 끝내자 “너와 네가 살았던 곳에 대해서 얘기 좀 해줘.”라고 허수아비가 말했다. 그래서 그녀는 캔사스에 대해서, 그곳의 모든 것이 얼마나 회색빛인지, 어떻게 회오리바람이 그녀를 이 신기한 오즈의 나라에 데리고 왔는지 그에게 얘기해 주었다.
허수아비는 주의 깊게 듣고 나서 말했다.","""Tell me something about yourself, and the country you came from,"" said the Scarecrow, when she had finished her dinner. So she told him all about Kansas, and how gray everything was there, and how the cyclone had carried her to this queer land of Oz. The Scarecrow listened carefully, and said,"
fantasy,“난 네가 왜 이 아름다운 곳을 떠나서 캔사스라고 부르는 건조하고 온통 회색뿐인 곳으로 돌아가려고 하는지 이해할 수가 없어.”,"""I cannot understand why you should wish to leave this beautiful country and go back to the dry, gray place you call Kansas."""
fantasy,"소녀가 대답했다.
“그건 너에게 뇌가 없기 때문이야. 우리 고향이 음울하고 회색빛인건 상관없어. 우리 사람들의 몸과 피는 다른 어떤 곳보다 고향에 살아야해. 비록 여기가 정말 아름다운 곳이지만 우리 집과 같을 수는 없어.”","""That is because you have no brains,"" answered the girl. ""No matter how dreary and gray our homes are, we people of flesh and blood would rather live there than in any other country, be it ever so beautiful. There is no place like home."""
fantasy,"""'난 바로 어제 만들어졌을 뿐이야.' 허수아비가 말했다.""","""'I was only made yesterday,' said the Scarecrow."""
fantasy,허수아비는 한숨을 지으며 말했다.,The Scarecrow sighed.
fantasy,"“물론 내가 그걸 이해할 수는 없겠지. 만약 네 머리가 나처럼 지푸라기로 채워져 있다면 넌 아마도 아름다운 이곳에서 평생 살았을거야, 그러면 캔사스에는 아무도 살지 않게 되겠지. 너에게 뇌가 있다는게 캔사스에겐 다행이구나.”","""Of course I cannot understand it,"" he said. ""If your heads were stuffed with straw, like mine, you would probably all live in the beautiful places, and then Kansas would have no people at all. It is fortunate for Kansas that you have brains."""
fantasy,"그 아이가 물었다.
“쉬는 동안에 네 얘기도 들려주지 않을래?”","""Won't you tell me a story, while we are resting?"" asked the child."
fantasy,그러자 허수아비는 도로시를 비난하는 듯한 표정으로 바라보다가 말했다.,"The Scarecrow looked at her reproachfully, and answered,"
fantasy,“사실 내 인생은 아주 짧아서 말해줄만한 게 아무 것도 없어. 난 바로 그저께 만들어졌을 뿐이야. 그 이전에 세상에 무슨 일이 있었는지 난 전혀 알 수가 없지. 다행스럽게도 농부가 내 머리를 만들때 귀 하나를 가장 먼저 그렸기 때문에 난 무슨 일이 일어나고 있는지 들을 수 있었어. 거기엔 그 농부와 함께 다른 먼치킨이 하나 더 있었어. 내가 처음 들은 것은 농부가 ‘이 귀 어때?’라고 말한 것이었어.,"""My life has been so short that I really know nothing whatever. I was only made day before yesterday. What happened in the world before that time is all unknown to me. Luckily, when the farmer made my head, one of the first things he did was to paint my ears, so that I heard what was going on. There was another Munchkin with him, and the first thing I heard was the farmer saying, ""'How do you like those ears?'"
fantasy,"다른 사람이 말했어.
‘똑바로 그리지 않았잖아.’","""'They aren't straight,' answered the other."
fantasy,"농부가 말했어.
‘괜찮아. 어쨌든 귀처럼 생겼으면 됐지, 뭐.’
그걸로 충분한게 사실이지.","""'Never mind,' said the farmer; 'they are ears just the same,' which was true enough."
fantasy,"농부는 이렇게 말했어.
‘이제 눈을 그려야지.’
그가 내 오른쪽 눈을 그리자마자 난 그 농부와 주변의 모든 것을 호기심 가득한 눈으로 둘러보았어. 내 인생 처음으로 세상을 보게되었기 때문이지.","""'Now I'll make the eyes,' said the farmer. So he painted my right eye, and as soon as it was finished I found myself looking at him and at everything around me with a great deal of curiosity, for this was my first glimpse of the world."
fantasy,"농부를 지켜보던 다른 사람이 말했어.
‘눈이 꽤 예쁜데.’
‘파란 페인트가 눈 색깔로는 제격이지.’","""'That's a rather pretty eye,' remarked the Munchkin who was watching the farmer; 'blue paint is just the color for eyes.'"
fantasy,"‘다른 쪽 눈은 좀 크게 그릴 생각이야.’ 하고 농부가 말했어.
두번째 눈이 완성되자 난 이전보다 훨씬 더 잘 보게 됐지. 그리고 농부는 내 코와 입도 그려넣었어. 하지만 그 때 난 입으로 무엇을 할 수 있는지 몰랐기 때문에 아무 말도 하지 못했지. 난 그들이 내 몸통과 팔과 다리 만드는 것을 재미있게 지켜보았어. 마지막으로 그들은 내 머리를 몸통에 고정시켰지. 그 때 난 내가 다른 사람들처럼 멋진 사람이라는 생각이 들어 아주 자랑스러웠어.","""'I think I'll make the other a little bigger,' said the farmer; and when the second eye was done I could see much better than before. Then he made my nose and my mouth; but I did not speak, because at that time I didn't know what a mouth was for. I had the fun of watching them make my body and my arms and legs; and when they fastened on my head, at last, I felt very proud, for I thought I was just as good a man as anyone."
fantasy,"농부가 말했어.
‘이 녀석은 새들을 아주 잘 쫓아낼거야. 사람이랑 똑같이 생겼잖아.’","""'This fellow will scare the crows fast enough,' said the farmer; 'he looks just like a man.'"
fantasy,"‘무슨 소리, 이 녀석은 정말 사람이라구.’ 하고 다른 남자가 말했고, 난 정말 그 말이 맞다고 생각했어. 농부는 나를 팔에 안아 옥수수 밭으로 옮겼고, 네가 날 발견한 그 긴 장대 위에 세웠어. 농부와 그의 친구는 날 혼자 남겨두고 곧 가버렸지.","""'Why, he is a man,' said the other, and I quite agreed with him. The farmer carried me under his arm to the cornfield, and set me up on a tall stick, where you found me. He and his friend soon after walked away and left me alone."
fantasy,"난 그들이 날 버려두고 가는게 맘에 들지 않았어. 그래서 그들을 따라 가려고 발을 움직여 봤지. 하지만 내 발은 땅에 닿지 않았고, 난 장대 위에 머물러 있을 수 밖에 없었어. 그건 생각하기도 싫을만큼 너무나 쓸쓸한 삶이었지. 방금 전에 만들어졌기 때문에 생각할 만한 게 전혀 없었으니까. 많은 까마귀들과 다른 새들이 옥수수밭에 왔다가 날 보자마자 먼치킨 농부로 생각했는지 멀리 도망갔지. 그건 좀 재미가 있었어. 그리고 내가 아주 중요한 사람이라고 느끼게 해주었지. 하지만 머지않아 한 늙은 까마귀가 가까이 다가오더니 날 자세히 살피고는 내 어깨에 앉아서 이렇게 말했어.","""I did not like to be deserted this way; so I tried to walk after them, but my feet would not touch the ground, and I was forced to stay on that pole. It was a lonely life to lead, for I had nothing to think of, having been made such a little while before. Many crows and other birds flew into the cornfield, but as soon as they saw me they flew away again, thinking I was a Munchkin; and this pleased me and made me feel that I was quite an important person. By and by an old crow flew near me, and after looking at me carefully he perched upon my shoulder and said,"
fantasy,"‘이런 어설픈 방식으로 나를 속일 수 있다고 생각하다니. 조금이라도 생각이 있는 까마귀라면 네가 단지 지푸라기로 채워진 것임을 알 수 있지.’
그러더니 그 까마귀는 내 발 밑으로 뛰어 내려가 원하는만큼 잔뜩 옥수수를 먹었지. 다른 새들도 내가 그를 해치지 못한다는 것을 알고는 역시 옥수수를 먹으러 몰려왔어. 그래서 잠깐 사이에 내 주위에는 새들로 가득하게 되었지.","""'I wonder if that farmer thought to fool me in this clumsy manner. Any crow of sense could see that you are only stuffed with straw.' Then he hopped down at my feet and ate all the corn he wanted. The other birds, seeing he was not harmed by me, came to eat the corn too, so in a short time there was a great flock of them about me."
fantasy,"난 매우 슬펐어. 결국 난 허수아비 노릇도 제대로 못한다는 걸 보이고 말았으니. 하지만 늙은 까마귀는 나를 위로하며 말했어.
‘만약 네가 머리에 뇌만 가지고 있었어도 다른 이들처럼 너도 훌륭한 사람이 되었을거야. 어쩌면 그들보다 더 나았을수도 있지. 뇌는 이 세상에서 유일하게 가치있는 것이야. 그건 까마귀든 사람이든 마찬가지지.’","""I felt sad at this, for it showed I was not such a good Scarecrow after all; but the old crow comforted me, saying: 'If you only had brains in your head you would be as good a man as any of them, and a better man than some of them. Brains are the only things worth having in this world, no matter whether one is a crow or a man.'"
fantasy,"까마귀가 떠난 뒤 난 이걸 계속 생각했어. 그리고는 뇌를 얻기 위해 열심히 노력해야 겠다고 결심했지. 그 때 운 좋게도 네가 와서 나를 장대에서 끌어내려 주었으니, 난 네 말을 듣고 우리가 에메랄드 시에 가면 위대한 오즈가 나에게 뇌를 줄 거라고 확신을 갖게 되었어.”","""After the crows had gone I thought this over, and decided I would try hard to get some brains. By good luck, you came along and pulled me off the stake, and from what you say I am sure the great Oz will give me brains as soon as we get to the Emerald City."""
fantasy,"도로시가 진심으로 말했다.
“그렇게 되면 좋겠다. 네가 그것을 그토록 갖고 싶어하니까 말이야.”","""I hope so,"" said Dorothy, earnestly, ""since you seem anxious to have them."""
fantasy,"허수아비가 대답했다.
“오, 그래, 난 정말 갖고 싶어. 자기가 바보라는 걸 아는 것은 정말 기분나쁜 일이거든.”","""Oh yes; I am anxious,"" returned the Scarecrow. ""It is such an uncomfortable feeling to know one is a fool."""
fantasy,"“그럼 어서 가자.”
도로시는 허수아비에게 바구니를 건네 주며 말했다.","""Well,"" said the girl, ""let us go."" And she handed the basket to the Scarecrow."
fantasy,"길 양쪽 모두 이제는 울타리가 전혀 없었고, 주변의 땅은 경작되지 않아 거칠었다. 저녁 때쯤 그들은 울창한 숲에 이르렀다. 아주 커다란 나무들이 빽빽하게 자라고 있었고, 나뭇가지들이 서로 맞물려서 노란 벽돌길을 덮고 있었다. 나뭇가지들이 햇빛을 차단하고 있어 숲은 한밤중처럼 어두웠다. 하지만 이 여행자들은 걸음을 멈추지 않고 숲으로 들어갔다.","There were no fences at all by the road side now, and the land was rough and untilled. Towards evening they came to a great forest, where the trees grew so big and close together that their branches met over the road of yellow brick. It was almost dark under the trees, for the branches shut out the daylight; but the travellers did not stop, and went on into the forest."
fantasy,"허수아비가 말했다.
“들어가는 길이 있으면 반드시 나가는 길도 있을거야. 이 길이 이끄는 대로 가다보면, 이 길 끝에 에메랄드 시가 있겠지.”","""If this road goes in, it must come out,"" said the Scarecrow, ""and as the Emerald City is at the other end of the road, we must go wherever it leads us."""
fantasy,"도로시가 말했다.
“그건 누구든지 알아.”","""Anyone would know that,"" said Dorothy."
fantasy,"허수아비가 대답했다.
“물론이지. 그래서 나도 아는 거야. 만약 그걸 알아내는데 뇌가 필요하다면 난 절대 그렇게 얘기하지 못했을거야.”","""Certainly; that is why I know it,"" returned the Scarecrow. ""If it required brains to figure it out, I never should have said it."""
fantasy,"한 시간쯤 지나자 햇빛은 완전히 사라졌고, 그들은 어둠 속에서 비틀거리며 걷고 있었다. 도로시는 전혀 앞을 볼 수 없었지만, 개들이 그렇듯이 토토는 어둠 속에서도 잘 볼 수 있었다. 허수아비는 자기가 지금도 낮처럼 잘 보인다고 말했다. 그래서 도로시는 허수아비의 팔을 잡고 간신히 걸어갈 수 있었다.","After an hour or so the light faded away, and they found themselves stumbling along in the darkness. Dorothy could not see at all, but Toto could, for some dogs see very well in the dark; and the Scarecrow declared he could see as well as by day. So she took hold of his arm, and managed to get along fairly well."
fantasy,“만약 집이나 우리가 밤을 지낼 수 있을만한 장소을 보게 되면 나에게 말해줘. 어둠 속에서 걷는 것은 정말 힘들어.”,"""If you see any house, or any place where we can pass the night,"" she said, ""you must tell me; for it is very uncomfortable walking in the dark."""
fantasy,잠시후 허수아비가 멈춰 섰다.,Soon after the Scarecrow stopped.
fantasy,“우리 오른쪽으로 작은 오두막집을 봤어. 통나무와 나뭇가지로 만든 집이야. 우리 거기로 갈까?”,"""I see a little cottage at the right of us,"" he said, ""built of logs and branches. Shall we go there?"""
fantasy,"“그래, 난 정말 지쳤어.”","""Yes, indeed;"" answered the child. ""I am all tired out."""
fantasy,그래서 허수아비는 도로시를 이끌고 빽빽한 나무들 사이를 지나 오두막집에 이르렀다. 집에 들어가자 도로시는 한쪽 구석에 마른 잎으로 만든 침대가 놓인 것을 발견했다. 그녀는 바로 침대로 쓰러지더니 토토와 함께 곧 깊은 잠에 빠져 들었다. 하지만 절대 지치지 않는 허수아비는 다른 구석에 서서 아침이 밝아오기를 조용히 기다렸다.,"So the Scarecrow led her through the trees until they reached the cottage, and Dorothy entered and found a bed of dried leaves in one corner. She lay down at once, and with Toto beside her soon fell into a sound sleep. The Scarecrow, who was never tired, stood up in another corner and waited patiently until morning came."
fantasy,제5장 양철나무꾼을 구하다,Chapter 5: The Rescue of the Tin Woodman
fantasy,"도로시가 깨어났을 때 태양은 나무들 사이로 빛나고 있었고, 토토는 벌써 오래전부터 밖에 나가 새들과 다람쥐를 쫓아다니고 있었다. 도로시는 일어나 앉아서 주변을 돌아보았다. 허수아비는 그녀를 기다리며 그 자리에 그대로 조용히 서 있었다.","When Dorothy awoke the sun was shining through the trees and Toto had long been out chasing birds around him and squirrels. She sat up and looked around her. Scarecrow, still standing patiently in his corner, waiting for her."
fantasy,"도로시가 그에게 말했다.
“나가서 물을 찾아봐야 겠어.”","""We must go and search for water,"" she said to him."
fantasy,"허수아비가 물었다.
“물이 왜 필요한데?”","""Why do you want water?"" he asked."
fantasy,"“먼 길을 걸어오느라 더러워진 얼굴을 깨끗이 씻기 위해서도 필요하고, 또 마시기도 해야해. 그래야 딱딱한 빵 때문에 목이 메지 않을거야.”","""To wash my face. It has to be clean after the dust of the road, and I have to drink, so the dry bread will not stick in my throat."""
fantasy,"허수아비는 깊은 생각을 한 뒤 말했다.
“사람으로 사는 것은 참 불편하구나. 잠도 자야하고, 먹고 마시기도 해야하니까 말이야. 하지만 넌 뇌를 가지고 있으니 그건 다른 많은 불편함보다 더 가치있는 거겠지.”","""It must be inconvenient to be made of flesh,"" said the Scarecrow thoughtfully, ""for you must sleep, and eat and drink. However, you have brains, and it is worth a lot of bother to be able to think properly."""
fantasy,"그들은 오두막집을 나와서 나무들 사이로 걸어 다니다가 깨끗한 물이 솟아나는 샘물을 발견했다. 거기서 도로시는 물을 마시고, 세수를 하고, 아침을 먹었다. 그녀는 바구니에 빵이 얼마 남지 않은 것을 알게 되었다. 그래서 허수아비가 아무 것도 먹지 않는다는 것에 정말 감사했다. 빵은 도로시와 토토가 오늘 하루 먹기에도 충분하지 않았기 때문이다.","They left the cottage and walked through the trees until they found a little spring of clear water, where Dorothy drank and bathed and ate her breakfast. She saw there was not much bread left in the basket, and the girl was thankful the Scarecrow did not have to eat anything, for there was scarcely enough for herself and Toto for the day."
fantasy,"도로시가 식사를 마치고 노란 벽돌길 쪽으로 돌아가려고 할 때, 어디선가 가까운 곳에서 깊게 신음하는 소리를 들었다.","When she had finished her meal, and was about to go back to the road of yellow brick, she was startled to hear a deep groan near by."
fantasy,"도로시가 겁이 나서 물었다.
“저게 무슨 소리지?”","""What was that?"" she asked timidly."
fantasy,"허수아비가 대답했다.
“난 상상을 할 수 없는 걸. 하지만 가서 보면 알겠지.”","""I cannot imagine,"" replied the Scarecrow; ""but we can go and see."""
fantasy,"바로 그 때 다시 신음 소리가 그들 귀에 들렸는데, 그 소리는 그들 뒤쪽에서 나는 것 같았다. 그들이 돌아서서 숲속으로 몇 발자국 걸어갔을 때, 도로시는 나무들 사이로 쏟아지는 햇빛에 반사되어 뭔가 반짝이고 있는 것을 발견했다. 그녀는 그곳으로 달려가다가 갑자기 멈춰서서 놀라움에 비명을 질렀다.","Just then another groan reached their ears, and the sound seemed to come from behind them. They turned and walked through the forest a few steps, when Dorothy discovered something shining in a ray of sunshine that fell between the trees. She ran to the place and then stopped short, with a little cry of surprise."
fantasy,"거대한 나무 하나가 반쯤 베어져 있었고, 그 옆에 몸 전체가 양철로 만들어진 사람이 손에 도끼를 치켜들고 서 있었다. 그의 머리와 팔과 다리는 모두 몸통에 연결되어 있었는데, 꼼짝도 할 수 없는 듯 조금도 움직임이 없이 서 있었다.","One of the big trees had been partly chopped through, and standing beside it, with an uplifted axe in his hands, was a man made entirely of tin. His head and arms and legs were jointed upon his body, but he stood perfectly motionless, as if he could not stir at all."
fantasy,"도로시는 놀라움이 가득한 눈으로 그것과 보고 있었고, 허수아비도 마찬가지였다. 하지만 토토는 사납게 짖어대다가 양철 다리를 물었지만 이빨만 아플 뿐이었다.","Dorothy looked at him in amazement, and so did the Scarecrow, while Toto barked sharply and made a snap at the tin legs, which hurt his teeth."
fantasy,"도로시가 물었다.
“당신이 신음 소리를 냈나요?”","""Did you groan?"" asked Dorothy."
fantasy,"양철 인간이 대답했다.
“그래, 내가 그랬어. 일 년도 넘게 신음 소리를 내고 있었지만, 내 소리를 듣고 나를 도와주러 온 사람은 아무도 없었어.”","""Yes,"" answered the tin man, ""I did. I've been groaning for more than a year, and no one has ever heard me before or come to help me."""
fantasy,"“내가 어떻게 도와줄까?”
그 사람의 슬픈 목소리에 마음이 움직인 도로시는 상냥하게 물었다.","""What can I do for you?"" she inquired softly, for she was moved by the sad voice in which the man spoke."
fantasy,"그가 대답했다.
“기름통을 가져다가 내 연결 부위에 기름칠을 해줘. 너무 심하게 녹이 슬어서 난 전혀 움직일 수가 없어. 기름칠을 하고 나면 난 곧 다시 움직일 수 있을 거야. 내 오두막집 선반에서 기름통을 찾을 수 있을거야.”","""Get an oil-can and oil my joints,"" he answered. ""They are rusted so badly that I cannot move them at all; if I am well oiled I shall soon be all right again. You will find an oil-can on a shelf in my cottage."""
fantasy,도로시는 곧장 오두막집으로 달려가서 기름통을 찾아 다시 돌아왔다. 그리고는 “어디에 기름칠을 하면 돼?” 하고 걱정스러운 듯이 물었다.,"Dorothy at once ran back to the cottage and found the oil-can, and then she returned and asked anxiously, ""Where are your joints?"""
fantasy,"양철나무꾼이 대답했다.
“우선 내 목에 기름칠을 해줘.”
그래서 도로시는 그곳에 기름을 넣었다. 하지만 너무 심하게 녹이 슬었기 때문에 허수아비가 양철나무꾼의 머리를 붙잡고 부드럽게 움직일 때까지 이쪽 저쪽으로 돌려주어야 했다. 그리고 나서야 양철나무꾼은 스스로 머리를 움직일 수 있었다.","""Oil my neck, first,"" replied the Tin Woodman. So she oiled it, and as it was quite badly rusted the Scarecrow took hold of the tin head and moved it gently from side to side until it worked freely, and then the man could turn it himself."
fantasy,"“이제 내 팔에 기름을 넣어줘.”
도로시는 양쪽 팔에 기름을 넣었고, 허수아비는 새 것처럼 잘 움직일 때까지 조심스럽게 팔을 이리저리 구부렸다 폈다 해주었다.","""Now oil the joints in my arms,"" he said. And Dorothy oiled them and the Scarecrow bent them carefully until they were quite free from rust and as good as new."
fantasy,양철나무꾼은 만족스런 한숨을 내쉬더니 계속 들고있던 도끼를 내려서 나무 옆에 기대어 놓았다.,"The Tin Woodman gave a sigh of satisfaction and lowered his axe, which he leaned against the tree."
fantasy,"그가 말했다.
“아, 이제 정말 살 것 같아. 녹이 슬었을 때부터 저 도끼를 계속 공중에 들고 있었거든. 마침내 도끼를 내려놓을 수 있게 되어서 얼마나 기쁜지 몰라. 이제 내 다리에 기름을 쳐주면 나는 다시 이전처럼 멀쩡해질거야.”","""This is a great comfort,"" he said. ""I have been holding that axe in the air ever since I rusted, and I'm glad to be able to put it down at last. Now, if you will oil the joints of my legs, I shall be all right once more."""
fantasy,"그래서 그들은 양철나무꾼의 다리에 기름을 쳐 주었고, 곧 그는 자유롭게 움직일 수 있게 되었다. 그는 자기를 도와준 것에 대해 계속해서 고맙다는 인사를 되풀이했다. 양철나무꾼은 아주 예의 바르고 고마워할 줄 아는 사람이었다.","So they oiled his legs until he could move them freely; and he thanked them again and again for his release, for he seemed a very polite creature, and very grateful."
fantasy,“만약 너희들이 오지 않았다면 난 언제까지나 여기 서 있어야 했을거야. 너희들은 정말 내 생명을 구했어. 그런데 어쩐 일로 여기까지 오게 된거야?”,"""I might have stood there always if you had not come along,"" he said; ""so you have certainly saved my life. How did you happen to be here?"""
fantasy,"도로시가 대답했다.
“우리는 위대한 오즈를 만나러 에메랄드 시로 가는 길인데, 하룻밤 지내기 위해서 네 오두막집에 머물게 된거야.”","""We are on our way to the Emerald City to see the Great Oz,"" she answered, ""and we stopped at your cottage to pass the night."""
fantasy,"그가 물었다.
“왜 오즈를 만나려고 하는데?”","""Why do you wish to see Oz?"" he asked."
